left_arm_joint1,left_arm_joint2,left_arm_joint3,left_arm_joint4,left_arm_joint5,left_arm_joint6,left_arm_joint7
0.137973,0.632232,-0.516656,-0.574018,0.855617,-0.470156,-0.38707
0.14227,0.635111,-0.519071,-0.576593,0.85684,-0.466565,-0.38413
0.14389,0.636182,-0.520039,-0.57747,0.857223,-0.465241,-0.383064
0.14777,0.638694,-0.522432,-0.579069,0.857711,-0.462322,-0.380916
0.149211,0.639605,-0.523385,-0.579452,0.857674,-0.461325,-0.380268
0.15287,0.641846,-0.525691,-0.580381,0.857667,-0.458969,-0.378723
0.154481,0.642803,-0.526559,-0.580952,0.857932,-0.457985,-0.377989
0.159144,0.645499,-0.528502,-0.583173,0.859746,-0.455412,-0.375879
0.161983,0.647082,-0.529581,-0.584584,0.861029,-0.453836,-0.374509
0.165602,0.649102,-0.531189,-0.58625,0.862287,-0.45182,-0.372529
0.167998,0.650422,-0.532597,-0.587134,0.86258,-0.450375,-0.370859
0.171671,0.652414,-0.535155,-0.588245,0.8624,-0.448039,-0.367828
0.173096,0.653204,-0.536206,-0.588631,0.862251,-0.447127,-0.366643
0.176622,0.655299,-0.538755,-0.589593,0.861956,-0.44478,-0.364011
0.178017,0.656209,-0.539769,-0.589991,0.861843,-0.443799,-0.363056
0.181402,0.658266,-0.542308,-0.590711,0.861309,-0.441576,-0.360738
0.182705,0.658871,-0.543325,-0.590793,0.860921,-0.440894,-0.359791
0.18601,0.659789,-0.545895,-0.590486,0.859563,-0.439981,-0.357111
0.187783,0.659966,-0.547429,-0.589918,0.85841,-0.439643,-0.355513
0.189958,0.660185,-0.549498,-0.589024,0.856685,-0.43905,-0.353915
0.191179,0.660216,-0.551048,-0.588011,0.855004,-0.438446,-0.353465
0.192664,0.65999,-0.553632,-0.585836,0.851653,-0.437251,-0.353507
0.193478,0.660102,-0.554707,-0.585268,0.850579,-0.436635,-0.353393
0.196089,0.660884,-0.557427,-0.584964,0.848985,-0.434245,-0.351865
0.1974,0.661383,-0.558513,-0.58525,0.848782,-0.433047,-0.350927
0.200823,0.663105,-0.561405,-0.586545,0.848542,-0.429427,-0.348007
0.202098,0.664011,-0.562699,-0.587184,0.848306,-0.427705,-0.34665
0.204903,0.666936,-0.56639,-0.589249,0.847302,-0.422413,-0.342504
0.2065,0.669014,-0.568783,-0.590726,0.846603,-0.4188,-0.339714
0.208782,0.671905,-0.571974,-0.592646,0.845708,-0.414036,-0.336182
0.210677,0.674201,-0.574355,-0.594045,0.84511,-0.410521,-0.333768
0.214024,0.678269,-0.578363,-0.596378,0.844142,-0.404618,-0.329927
0.215433,0.679848,-0.579942,-0.597208,0.843771,-0.402452,-0.328495
0.219021,0.683197,-0.583639,-0.598671,0.842723,-0.39795,-0.3253
0.220529,0.684365,-0.585038,-0.599065,0.842289,-0.396485,-0.324177
0.224486,0.687229,-0.588466,-0.599868,0.841214,-0.393239,-0.32151
0.226149,0.68847,-0.589849,-0.600212,0.840808,-0.391978,-0.320421
0.230399,0.691849,-0.593371,-0.600923,0.839662,-0.389042,-0.317976
0.233099,0.693971,-0.595485,-0.601361,0.839037,-0.38741,-0.316468
0.237046,0.696843,-0.598286,-0.602319,0.838679,-0.385174,-0.313782
0.24045,0.699009,-0.600347,-0.603541,0.839065,-0.383413,-0.310833
0.246687,0.702714,-0.603774,-0.606155,0.840503,-0.380436,-0.30489
0.24904,0.704163,-0.605162,-0.607073,0.84093,-0.379185,-0.30266
0.254126,0.707819,-0.608786,-0.608546,0.840753,-0.376023,-0.298705
0.255875,0.709264,-0.610295,-0.608813,0.840205,-0.374782,-0.297672
0.260271,0.713063,-0.614069,-0.609724,0.839049,-0.371324,-0.295084
0.262272,0.714741,-0.615527,-0.610527,0.839129,-0.369655,-0.293626
0.267993,0.719428,-0.619081,-0.613791,0.840986,-0.36465,-0.288686
0.27165,0.722429,-0.62114,-0.616232,0.842721,-0.361253,-0.285298
0.276449,0.72645,-0.623799,-0.619602,0.845207,-0.356514,-0.280817
0.279887,0.729495,-0.625722,-0.622244,0.847175,-0.352658,-0.277562
0.285518,0.734638,-0.628781,-0.626901,0.850797,-0.345805,-0.272119
0.28779,0.736646,-0.630024,-0.628635,0.852252,-0.343287,-0.270008
0.293646,0.741241,-0.633058,-0.632178,0.855402,-0.338205,-0.265047
0.296094,0.742995,-0.634254,-0.633406,0.856572,-0.336536,-0.263153
0.30233,0.747167,-0.637182,-0.636076,0.859314,-0.333153,-0.258633
0.304819,0.748702,-0.63827,-0.636974,0.860272,-0.332088,-0.256915
0.311111,0.752177,-0.641063,-0.638529,0.862287,-0.330796,-0.252761
0.314924,0.754121,-0.642672,-0.639242,0.86339,-0.330475,-0.250418
0.319904,0.756866,-0.644671,-0.640495,0.865296,-0.329496,-0.247615
0.323482,0.759202,-0.646016,-0.641882,0.867279,-0.327908,-0.245909
0.329284,0.763321,-0.648029,-0.644589,0.871178,-0.324513,-0.243585
0.331621,0.764906,-0.648841,-0.645637,0.872798,-0.323255,-0.242637
0.337765,0.768293,-0.650809,-0.64796,0.876868,-0.320881,-0.23974
0.340423,0.769537,-0.651541,-0.64896,0.878762,-0.320078,-0.23842
0.346737,0.772255,-0.653496,-0.650701,0.882402,-0.318863,-0.235133
0.349078,0.773296,-0.654437,-0.650937,0.882942,-0.31897,-0.233926
0.354109,0.775554,-0.657278,-0.649948,0.881805,-0.320885,-0.231467
0.356817,0.776761,-0.659234,-0.648667,0.879845,-0.322842,-0.230033
0.360011,0.778217,-0.662208,-0.646469,0.875917,-0.32578,-0.227547
0.361908,0.779102,-0.664851,-0.644272,0.871474,-0.328346,-0.224953
0.364343,0.780279,-0.669828,-0.639726,0.861854,-0.333223,-0.219731
0.365382,0.780835,-0.671823,-0.638053,0.85821,-0.334946,-0.217603
0.368736,0.782696,-0.676387,-0.635114,0.851548,-0.337658,-0.212667
0.370315,0.7836,-0.678132,-0.634307,0.849544,-0.338291,-0.210758
0.374482,0.786102,-0.682327,-0.632839,0.84551,-0.339117,-0.206186
0.376208,0.787239,-0.683934,-0.632477,0.844201,-0.339233,-0.204466
0.380379,0.790392,-0.687769,-0.631979,0.841598,-0.338728,-0.200777
0.383014,0.792453,-0.689968,-0.632006,0.840612,-0.338094,-0.198724
0.38678,0.795046,-0.692717,-0.632205,0.839821,-0.337292,-0.195651
0.389953,0.796824,-0.694711,-0.632504,0.839711,-0.336901,-0.19275
0.395704,0.799645,-0.697833,-0.633305,0.840402,-0.336343,-0.187402
0.398134,0.800795,-0.699006,-0.63367,0.840987,-0.3362,-0.185465
0.404448,0.803788,-0.701592,-0.634526,0.84314,-0.336036,-0.182058
0.407126,0.805067,-0.702502,-0.634908,0.844347,-0.336036,-0.181179
0.414027,0.808155,-0.704558,-0.635837,0.847811,-0.336373,-0.179352
0.416809,0.809248,-0.705321,-0.636155,0.849232,-0.336706,-0.178515
0.423765,0.811602,-0.707147,-0.636713,0.852805,-0.338179,-0.176137
0.428017,0.81284,-0.708125,-0.636993,0.855116,-0.33935,-0.174689
0.433912,0.814421,-0.709216,-0.637545,0.858637,-0.340991,-0.172806
0.438438,0.815364,-0.709925,-0.637969,0.861904,-0.342329,-0.171386
0.446398,0.816808,-0.710755,-0.638959,0.868088,-0.344769,-0.169064
0.449412,0.817442,-0.711146,-0.639323,0.870366,-0.345624,-0.168282
0.455897,0.819385,-0.712477,-0.639927,0.87447,-0.346934,-0.16715
0.458167,0.820289,-0.713104,-0.640093,0.87566,-0.347182,-0.167037
0.463409,0.82268,-0.714867,-0.640389,0.877876,-0.347545,-0.166692
0.46544,0.823638,-0.715649,-0.640476,0.878546,-0.347718,-0.166227
0.470144,0.825965,-0.718014,-0.640413,0.87903,-0.348394,-0.163813
0.472734,0.827301,-0.719516,-0.640259,0.878907,-0.348702,-0.162016
0.476573,0.829491,-0.721327,-0.640576,0.879815,-0.348782,-0.160095
0.479937,0.831511,-0.722373,-0.641357,0.88188,-0.348491,-0.159388
0.486007,0.835347,-0.723808,-0.643285,0.886746,-0.347531,-0.15889
0.488341,0.836924,-0.724433,-0.644099,0.888653,-0.347017,-0.158607
0.493286,0.840635,-0.72636,-0.64582,0.89181,-0.34532,-0.156966
0.494962,0.842091,-0.727257,-0.646455,0.892572,-0.344421,-0.156036
0.499139,0.845729,-0.729459,-0.648123,0.894574,-0.342165,-0.153445
0.501042,0.847199,-0.730214,-0.648883,0.89583,-0.341455,-0.152416
0.506665,0.85101,-0.73176,-0.651158,0.90073,-0.340391,-0.149836
0.510203,0.853235,-0.732526,-0.652552,0.904091,-0.339936,-0.148263
0.514678,0.856212,-0.733655,-0.654364,0.908136,-0.339178,-0.146142
0.517598,0.858393,-0.734664,-0.655546,0.910379,-0.338351,-0.144506
0.52206,0.861954,-0.736459,-0.657367,0.913443,-0.336753,-0.141732
0.523838,0.863346,-0.73717,-0.658104,0.914782,-0.336117,-0.140675
0.528694,0.866684,-0.738635,-0.66016,0.919227,-0.334663,-0.138348
0.530794,0.867985,-0.73912,-0.661076,0.921407,-0.334109,-0.137523
0.535883,0.871108,-0.74026,-0.663283,0.926732,-0.332797,-0.135591
0.53768,0.872295,-0.740744,-0.664033,0.928455,-0.332311,-0.134829
0.541285,0.875154,-0.742211,-0.66542,0.931164,-0.331168,-0.132889
0.543145,0.876722,-0.74307,-0.666067,0.932343,-0.33053,-0.131775
0.545904,0.878719,-0.743989,-0.667128,0.934732,-0.32984,-0.130456
0.548339,0.880135,-0.744373,-0.668228,0.937667,-0.32939,-0.129649
0.552717,0.882328,-0.74466,-0.670311,0.943672,-0.32882,-0.12856
0.554469,0.88311,-0.744802,-0.671033,0.946007,-0.328768,-0.128166
0.558802,0.884724,-0.745414,-0.672164,0.950688,-0.329467,-0.12715
0.560553,0.885199,-0.745712,-0.672363,0.952259,-0.330087,-0.126739
0.564732,0.886262,-0.74653,-0.672674,0.955651,-0.331712,-0.125872
0.566173,0.886672,-0.746864,-0.672789,0.956762,-0.332119,-0.125654
0.569123,0.887602,-0.747734,-0.672978,0.958797,-0.332536,-0.125605
0.570595,0.888127,-0.748281,-0.673047,0.959634,-0.332527,-0.125733
0.572287,0.88883,-0.749008,-0.673161,0.960508,-0.332194,-0.125746
0.573379,0.88952,-0.749591,-0.67338,0.961034,-0.331643,-0.125568
0.574841,0.890787,-0.750599,-0.673854,0.961582,-0.330257,-0.125088
0.575446,0.891273,-0.750994,-0.674065,0.961861,-0.329707,-0.124818
0.577343,0.892311,-0.751904,-0.674673,0.963153,-0.328657,-0.123839
0.578205,0.892683,-0.752243,-0.674971,0.963868,-0.328288,-0.123301
0.580391,0.89342,-0.753043,-0.675567,0.965636,-0.327554,-0.12197
0.581293,0.893696,-0.753382,-0.675722,0.966255,-0.327409,-0.121564
0.583564,0.89429,-0.754272,-0.675853,0.96752,-0.3274,-0.120946
0.584982,0.894599,-0.754824,-0.675819,0.968195,-0.327614,-0.120709
0.586981,0.894999,-0.755581,-0.675696,0.969085,-0.328167,-0.120388
0.588433,0.895181,-0.756143,-0.675414,0.969534,-0.328758,-0.120122
0.591084,0.895588,-0.757159,-0.674901,0.970316,-0.330181,-0.119695
0.592237,0.895702,-0.757541,-0.674703,0.970776,-0.330841,-0.119505
0.595616,0.895732,-0.75832,-0.674375,0.972906,-0.332801,-0.118897
0.597148,0.895562,-0.758542,-0.674239,0.974102,-0.333763,-0.118602
0.600934,0.895289,-0.759144,-0.67402,0.977082,-0.335961,-0.117907
0.602174,0.895333,-0.759458,-0.673946,0.977881,-0.336483,-0.117707
0.604517,0.895947,-0.760498,-0.673731,0.978646,-0.336836,-0.117616
0.605606,0.896506,-0.761207,-0.673649,0.978687,-0.336599,-0.117626
0.60679,0.897172,-0.762086,-0.673666,0.978693,-0.335872,-0.117282
0.607542,0.897681,-0.762713,-0.673898,0.978806,-0.33499,-0.116593
0.608455,0.898562,-0.763719,-0.67454,0.978939,-0.332907,-0.114962
0.608786,0.898885,-0.764073,-0.674848,0.979085,-0.332025,-0.11428
0.609706,0.899527,-0.764751,-0.675761,0.980019,-0.329888,-0.112658
0.610073,0.899724,-0.764947,-0.676228,0.980614,-0.328942,-0.111941
0.610932,0.900106,-0.765299,-0.67721,0.982085,-0.32694,-0.11052
0.61131,0.900304,-0.765432,-0.677444,0.982548,-0.326535,-0.110289
0.612382,0.900931,-0.765744,-0.677452,0.983273,-0.326849,-0.110909
0.613046,0.901333,-0.765893,-0.677261,0.983579,-0.327523,-0.111702
0.61382,0.901802,-0.766037,-0.677085,0.984026,-0.328291,-0.112568
0.614267,0.902069,-0.766087,-0.677107,0.984464,-0.328568,-0.112891
0.614859,0.902423,-0.766084,-0.677229,0.985238,-0.328903,-0.113223
0.615065,0.902535,-0.766074,-0.677248,0.985502,-0.329068,-0.113339
0.61561,0.902871,-0.766106,-0.677194,0.985976,-0.32974,-0.113674
0.615824,0.903006,-0.766129,-0.677136,0.986101,-0.330084,-0.113802
0.616306,0.90331,-0.766178,-0.676927,0.986302,-0.331055,-0.114143
0.616467,0.903408,-0.766184,-0.676825,0.986349,-0.331473,-0.114305
0.616786,0.903554,-0.766158,-0.676444,0.986314,-0.332709,-0.114878
0.616932,0.903614,-0.766126,-0.676193,0.98624,-0.333492,-0.115239
0.617075,0.90372,-0.766072,-0.675963,0.986208,-0.334348,-0.115538
0.617131,0.903853,-0.766021,-0.675933,0.986286,-0.334743,-0.115542
0.617147,0.904117,-0.765917,-0.676034,0.986509,-0.335132,-0.115292
0.617077,0.904146,-0.76585,-0.676028,0.986527,-0.335232,-0.115175
0.617205,0.904226,-0.765771,-0.676021,0.986714,-0.335885,-0.114875
0.617259,0.904194,-0.765731,-0.675983,0.986774,-0.336187,-0.114729
0.61733,0.904055,-0.765647,-0.675822,0.986768,-0.336932,-0.114443
0.617289,0.903995,-0.765626,-0.675723,0.98664,-0.33718,-0.114422
0.616953,0.903794,-0.765616,-0.675318,0.985859,-0.337676,-0.11472
0.616668,0.903663,-0.765627,-0.675033,0.985234,-0.337916,-0.115006
0.61629,0.903531,-0.765632,-0.674724,0.984486,-0.338167,-0.115272
0.616015,0.903484,-0.765619,-0.674595,0.984056,-0.338265,-0.115296
0.615539,0.903463,-0.765585,-0.674476,0.983432,-0.33831,-0.115181
0.615364,0.903456,-0.765569,-0.674421,0.983197,-0.33835,-0.115144
0.615066,0.903458,-0.765558,-0.674215,0.982649,-0.338654,-0.115201
0.614991,0.903468,-0.76556,-0.674111,0.982446,-0.338839,-0.115269
0.614844,0.903482,-0.765562,-0.673842,0.981979,-0.339355,-0.11545
0.61478,0.903469,-0.765555,-0.673743,0.981808,-0.339551,-0.115497
0.614606,0.903378,-0.765503,-0.673498,0.981423,-0.340059,-0.115588
0.614507,0.903304,-0.765464,-0.673364,0.98122,-0.340359,-0.115612
0.614367,0.903204,-0.76542,-0.673221,0.980967,-0.340679,-0.115553
0.614208,0.903109,-0.765403,-0.673149,0.980777,-0.340777,-0.115371
0.614026,0.902998,-0.765366,-0.673135,0.98054,-0.340883,-0.114936
0.613995,0.90301,-0.765376,-0.673156,0.980486,-0.340957,-0.114805
0.613824,0.902814,-0.765347,-0.672896,0.980077,-0.341297,-0.114774
0.613797,0.902759,-0.765349,-0.672764,0.979907,-0.34152,-0.114883
0.613761,0.902647,-0.765361,-0.672439,0.979507,-0.342084,-0.115157
0.613752,0.902623,-0.76537,-0.672354,0.97939,-0.342251,-0.115172
0.61381,0.902688,-0.765394,-0.67231,0.979342,-0.342522,-0.114919
0.613851,0.902748,-0.765416,-0.672328,0.97935,-0.342621,-0.114666
0.613778,0.902705,-0.765461,-0.672282,0.979131,-0.342693,-0.114317
0.61355,0.902515,-0.765515,-0.672149,0.97865,-0.342683,-0.11402
0.612978,0.902026,-0.76563,-0.671831,0.977513,-0.342569,-0.113469
0.612767,0.901825,-0.765672,-0.6717,0.977086,-0.342521,-0.113316
0.612473,0.90143,-0.765745,-0.671422,0.976392,-0.342459,-0.113339
0.612413,0.901293,-0.765767,-0.671316,0.976204,-0.342435,-0.113501
0.612371,0.900976,-0.765795,-0.671079,0.975921,-0.342454,-0.113963
0.612392,0.900857,-0.765791,-0.671004,0.975885,-0.342526,-0.114068
0.612627,0.900574,-0.765735,-0.670874,0.976099,-0.342962,-0.114045
0.612825,0.900419,-0.765679,-0.670824,0.976345,-0.343303,-0.113964
0.612988,0.900232,-0.76559,-0.670767,0.976596,-0.343665,-0.113947
0.612969,0.900127,-0.765514,-0.670727,0.976656,-0.343802,-0.114069
0.6128,0.899989,-0.765366,-0.670677,0.97666,-0.343909,-0.114394
0.612753,0.899958,-0.765316,-0.670705,0.976707,-0.343944,-0.114507
0.612616,0.899595,-0.76512,-0.67061,0.97679,-0.3441,-0.114679
0.612571,0.899417,-0.765042,-0.670589,0.976847,-0.344161,-0.114698
0.612544,0.898972,-0.764831,-0.67055,0.977118,-0.34438,-0.114748
0.6126,0.898836,-0.764742,-0.670548,0.977319,-0.344522,-0.114805
0.612991,0.898602,-0.764488,-0.670571,0.97816,-0.34511,-0.115075
0.613311,0.89851,-0.76433,-0.670604,0.978784,-0.345526,-0.115275
0.613675,0.898428,-0.764143,-0.670668,0.979532,-0.345957,-0.115516
0.613849,0.898411,-0.764028,-0.670737,0.979968,-0.346133,-0.115672
0.61406,0.898452,-0.763868,-0.670883,0.980596,-0.346268,-0.115909
0.614141,0.898459,-0.763817,-0.670948,0.98083,-0.346282,-0.115978
0.614405,0.898374,-0.763718,-0.671097,0.981433,-0.346284,-0.116011
0.614527,0.898303,-0.763689,-0.671158,0.981678,-0.346259,-0.115969
0.614823,0.898142,-0.763654,-0.671309,0.982226,-0.346121,-0.115846
0.614922,0.89812,-0.763659,-0.671367,0.982393,-0.346031,-0.11583
0.615103,0.898217,-0.763739,-0.671477,0.982607,-0.345703,-0.115964
0.615191,0.898322,-0.763813,-0.671543,0.982672,-0.345452,-0.116064
0.615322,0.898422,-0.763904,-0.671672,0.982824,-0.345088,-0.116038
0.615443,0.898456,-0.763952,-0.671855,0.983074,-0.344749,-0.115756
0.615662,0.898472,-0.764022,-0.672237,0.983594,-0.344113,-0.11503
0.615737,0.898438,-0.764048,-0.672327,0.983734,-0.343923,-0.114827
0.615945,0.898241,-0.764139,-0.672205,0.983731,-0.343917,-0.115004
0.61605,0.898111,-0.764184,-0.672021,0.983613,-0.344103,-0.115322
0.616185,0.89774,-0.764289,-0.671524,0.983153,-0.344523,-0.116162
0.616125,0.897601,-0.76432,-0.671404,0.98294,-0.344504,-0.116337
0.615518,0.897277,-0.764387,-0.671355,0.982179,-0.343727,-0.116204
0.61502,0.897085,-0.764411,-0.671403,0.981676,-0.343075,-0.115974
0.61451,0.896813,-0.764381,-0.671433,0.981228,-0.342494,-0.115816
0.614331,0.896586,-0.764296,-0.67141,0.981161,-0.342405,-0.115883
0.614227,0.896182,-0.764066,-0.671342,0.981352,-0.342617,-0.116169
0.61422,0.89602,-0.763957,-0.67129,0.981468,-0.342802,-0.116346
0.614263,0.895666,-0.763653,-0.67109,0.981792,-0.343527,-0.117033
0.614309,0.895506,-0.763494,-0.670949,0.981958,-0.343959,-0.117444
0.61447,0.895218,-0.76316,-0.670666,0.982346,-0.345082,-0.118371
0.614459,0.895069,-0.76307,-0.670535,0.982338,-0.345433,-0.118567
0.614263,0.894614,-0.76298,-0.670177,0.981888,-0.346091,-0.118445
0.614067,0.894326,-0.762986,-0.669952,0.981425,-0.346383,-0.118172
0.613684,0.893951,-0.763017,-0.669647,0.980653,-0.346585,-0.11791
0.613259,0.893686,-0.763057,-0.669409,0.979908,-0.346533,-0.117892
0.61232,0.893227,-0.763168,-0.668972,0.97838,-0.346146,-0.117984
0.611992,0.89308,-0.76322,-0.668842,0.97783,-0.345997,-0.118015
0.611241,0.892629,-0.763272,-0.668542,0.976686,-0.345662,-0.117992
0.610959,0.892444,-0.763273,-0.668455,0.976311,-0.345513,-0.117964
0.610377,0.891978,-0.76329,-0.668228,0.975466,-0.345259,-0.117826
0.610226,0.891795,-0.763322,-0.668103,0.975137,-0.345264,-0.11773
0.610175,0.891306,-0.763485,-0.66765,0.974378,-0.345737,-0.117344
0.610247,0.891022,-0.763612,-0.667345,0.973947,-0.346142,-0.117057
0.610228,0.89073,-0.763783,-0.667016,0.973331,-0.346454,-0.116703
0.610039,0.89064,-0.763919,-0.666881,0.972792,-0.346335,-0.116473
0.60957,0.890629,-0.764157,-0.666766,0.971826,-0.345805,-0.116116
0.609383,0.890591,-0.764228,-0.666709,0.971469,-0.345639,-0.115998
0.609065,0.890223,-0.764284,-0.666418,0.970764,-0.345778,-0.11579
0.608976,0.889982,-0.764264,-0.666253,0.970536,-0.346006,-0.11573
0.608774,0.88934,-0.764156,-0.665836,0.970072,-0.346664,-0.115689
0.60868,0.889124,-0.764103,-0.665702,0.969925,-0.346862,-0.115738
0.608412,0.888693,-0.763939,-0.665447,0.969664,-0.347168,-0.116127
0.608243,0.888472,-0.763818,-0.665334,0.969576,-0.347301,-0.116445
0.608011,0.888206,-0.76364,-0.665228,0.969511,-0.347474,-0.116763
0.607819,0.888049,-0.763495,-0.665196,0.969496,-0.347606,-0.116846
0.607483,0.887842,-0.763227,-0.665216,0.96955,-0.347808,-0.116843
0.607382,0.88779,-0.763131,-0.665281,0.969632,-0.347885,-0.116838
0.607173,0.887331,-0.762813,-0.665186,0.969826,-0.348176,-0.117007
0.60714,0.88713,-0.762682,-0.665162,0.969976,-0.348319,-0.117127
0.607074,0.886567,-0.76237,-0.665094,0.970334,-0.348643,-0.117375
0.607025,0.88633,-0.76227,-0.665066,0.970418,-0.348724,-0.117391
0.606788,0.88566,-0.762086,-0.664979,0.97039,-0.348775,-0.117146
0.606635,0.88524,-0.762007,-0.664928,0.970316,-0.348747,-0.116904
0.606522,0.884726,-0.761926,-0.66488,0.970297,-0.348689,-0.116619
0.606531,0.884404,-0.761887,-0.66487,0.970379,-0.348615,-0.116475
0.606666,0.883929,-0.761862,-0.664885,0.970614,-0.348444,-0.116275
0.606753,0.883734,-0.761852,-0.664881,0.970734,-0.348404,-0.1162
0.607046,0.883203,-0.761818,-0.664841,0.971083,-0.348476,-0.115967
0.607193,0.882966,-0.761805,-0.664804,0.97123,-0.34857,-0.115852
0.607654,0.882424,-0.761762,-0.664747,0.971745,-0.348826,-0.115637
0.607882,0.882263,-0.761734,-0.664767,0.972055,-0.34889,-0.115624
0.608582,0.882046,-0.761619,-0.664969,0.973194,-0.348879,-0.115903
0.609073,0.881986,-0.76154,-0.665143,0.974017,-0.348846,-0.116152
0.609747,0.881861,-0.761455,-0.665325,0.975043,-0.348928,-0.116334
0.610276,0.881681,-0.761412,-0.665391,0.975721,-0.349167,-0.116237
0.611204,0.881319,-0.761366,-0.665436,0.976783,-0.349751,-0.115859
0.611538,0.88118,-0.761353,-0.665434,0.977143,-0.349966,-0.115752
0.612251,0.881042,-0.761359,-0.665448,0.977894,-0.350293,-0.115863
0.612483,0.881048,-0.761373,-0.665448,0.978122,-0.350357,-0.116049
0.613029,0.88108,-0.761434,-0.665434,0.978605,-0.350485,-0.116482
0.613266,0.881056,-0.761469,-0.665426,0.978795,-0.350561,-0.11652
0.613928,0.880875,-0.761591,-0.665411,0.979277,-0.35081,-0.11614
0.614338,0.880734,-0.761683,-0.665397,0.979542,-0.350981,-0.115769
0.614835,0.880535,-0.761809,-0.665333,0.9798,-0.35122,-0.115386
0.615167,0.880377,-0.761906,-0.665233,0.979904,-0.351413,-0.11526
0.615661,0.88009,-0.762077,-0.664999,0.979946,-0.351755,-0.115184
0.615805,0.879962,-0.762135,-0.664883,0.979907,-0.351879,-0.115175
0.616034,0.879724,-0.762269,-0.664646,0.979726,-0.352122,-0.115164
0.616045,0.879637,-0.762317,-0.66455,0.979582,-0.352173,-0.115183
0.616103,0.879461,-0.762418,-0.664313,0.979268,-0.352399,-0.115214
0.616214,0.879417,-0.762452,-0.664224,0.979238,-0.352599,-0.115194
0.616775,0.879377,-0.762502,-0.664026,0.979495,-0.35345,-0.114994
0.617212,0.879394,-0.762522,-0.663914,0.979758,-0.354097,-0.114843
0.617776,0.879444,-0.762563,-0.663738,0.980047,-0.354962,-0.114733
0.618148,0.879519,-0.762617,-0.663578,0.980155,-0.355555,-0.114772
0.618754,0.879696,-0.762728,-0.663278,0.98026,-0.356556,-0.114965
0.618996,0.879736,-0.762762,-0.663133,0.980298,-0.356988,-0.115048
0.619709,0.879747,-0.762816,-0.662759,0.980518,-0.358288,-0.115161
0.620032,0.879712,-0.762827,-0.662589,0.980637,-0.358894,-0.115176
0.620804,0.879597,-0.762826,-0.662165,0.980943,-0.360407,-0.115263
0.621055,0.87956,-0.762813,-0.662013,0.981049,-0.36094,-0.115358
0.621469,0.879459,-0.762736,-0.661654,0.981204,-0.362031,-0.115781
0.621658,0.879413,-0.762672,-0.661465,0.981294,-0.362612,-0.11611
0.621945,0.879381,-0.762568,-0.661245,0.981503,-0.363401,-0.116571
0.622219,0.879392,-0.762466,-0.661104,0.981772,-0.364048,-0.116947
0.622717,0.879452,-0.762265,-0.660912,0.982348,-0.365147,-0.117626
0.622906,0.87946,-0.762185,-0.660838,0.982577,-0.365544,-0.117874
0.62339,0.879489,-0.762048,-0.660712,0.983116,-0.36639,-0.118292
0.623585,0.879499,-0.762007,-0.66068,0.98333,-0.366681,-0.118392
0.624054,0.879521,-0.761948,-0.660638,0.983857,-0.367269,-0.118608
0.624225,0.879484,-0.761925,-0.660593,0.984018,-0.367474,-0.118719
0.6246,0.879327,-0.761891,-0.660484,0.984361,-0.367802,-0.119038
0.624806,0.879213,-0.761891,-0.660425,0.984532,-0.367913,-0.119255
0.625023,0.879054,-0.76191,-0.660327,0.984664,-0.367973,-0.119632
0.625096,0.878922,-0.761939,-0.660217,0.984628,-0.367938,-0.120034
0.625119,0.878682,-0.762015,-0.659999,0.984412,-0.367744,-0.120841
0.625154,0.878591,-0.76205,-0.659923,0.984356,-0.367646,-0.12114
0.625498,0.878469,-0.762156,-0.659872,0.984562,-0.367422,-0.121685
0.625706,0.878451,-0.762203,-0.659893,0.984746,-0.36732,-0.121855
0.626345,0.878433,-0.762348,-0.659985,0.985312,-0.367082,-0.12214
0.626635,0.878424,-0.762425,-0.660016,0.985538,-0.367014,-0.122186
0.627457,0.878382,-0.76267,-0.660079,0.986094,-0.366894,-0.122007
0.628022,0.878368,-0.762845,-0.660124,0.986459,-0.366861,-0.121805
0.6288,0.878344,-0.763074,-0.660149,0.986946,-0.366871,-0.121664
0.629405,0.878309,-0.763244,-0.660115,0.987291,-0.366942,-0.121732
0.630464,0.878237,-0.76353,-0.660002,0.987864,-0.367148,-0.122012
0.630832,0.87817,-0.763614,-0.65993,0.98807,-0.367205,-0.12214
0.631778,0.878196,-0.763781,-0.659977,0.988849,-0.367289,-0.122407
0.63214,0.878243,-0.76382,-0.660045,0.98923,-0.367289,-0.122519
0.632988,0.878345,-0.763895,-0.66022,0.990158,-0.367302,-0.122754
0.633296,0.878345,-0.76393,-0.660255,0.990456,-0.367343,-0.122806
0.633983,0.878217,-0.764018,-0.66024,0.991015,-0.367565,-0.12277
0.634332,0.878096,-0.764087,-0.660198,0.991267,-0.367719,-0.122688
0.634759,0.877899,-0.764165,-0.660095,0.99146,-0.367939,-0.122663
0.634964,0.877689,-0.764257,-0.659958,0.991424,-0.368012,-0.122706
0.635173,0.877258,-0.764436,-0.659647,0.991129,-0.368078,-0.122851
0.635297,0.877166,-0.764504,-0.659579,0.991091,-0.368155,-0.122943
0.63551,0.876868,-0.764513,-0.659265,0.991036,-0.36851,-0.123338
0.63562,0.876831,-0.764496,-0.659173,0.991085,-0.368728,-0.123563
0.635984,0.876788,-0.764383,-0.659009,0.991449,-0.369388,-0.124133
0.636198,0.876769,-0.764309,-0.658991,0.991746,-0.369686,-0.124307
