left_arm_joint1,left_arm_joint2,left_arm_joint3,left_arm_joint4,left_arm_joint5,left_arm_joint6,left_arm_joint7
-1.223056,0.245897,-0.20739,-0.495632,0.48756,-0.47204,-0.387975
-1.220311,0.246549,-0.208062,-0.496028,0.488269,-0.471324,-0.388557
-1.21372,0.247987,-0.209641,-0.496282,0.48965,-0.469897,-0.390115
-1.211,0.248505,-0.210246,-0.496336,0.490184,-0.469478,-0.390619
-1.20417,0.249477,-0.211551,-0.495922,0.491255,-0.469169,-0.391627
-1.199991,0.249982,-0.212305,-0.495538,0.49183,-0.469187,-0.39211
-1.194146,0.250858,-0.213504,-0.495499,0.492862,-0.468783,-0.392559
-1.189478,0.251755,-0.214631,-0.496046,0.493965,-0.467926,-0.392722
-1.181257,0.253527,-0.216723,-0.497675,0.496134,-0.465897,-0.39271
-1.177944,0.254271,-0.217603,-0.498347,0.497037,-0.465056,-0.392645
-1.169671,0.256206,-0.219825,-0.499985,0.499169,-0.463089,-0.39226
-1.16633,0.257031,-0.220757,-0.500694,0.500001,-0.462304,-0.391974
-1.1578,0.259165,-0.223051,-0.502525,0.502211,-0.460348,-0.391354
-1.154277,0.260029,-0.223906,-0.503255,0.503208,-0.459585,-0.391293
-1.145223,0.262093,-0.225772,-0.504951,0.506071,-0.45778,-0.391887
-1.139572,0.263378,-0.226828,-0.506047,0.507937,-0.456716,-0.392428
-1.131928,0.265363,-0.228382,-0.507581,0.51041,-0.455241,-0.392868
-1.125987,0.267226,-0.229796,-0.50908,0.512189,-0.453966,-0.39269
-1.115761,0.270764,-0.232369,-0.511914,0.515157,-0.451719,-0.39194
-1.111515,0.272173,-0.233326,-0.513011,0.516442,-0.450969,-0.39172
-1.100616,0.275125,-0.235099,-0.515132,0.520011,-0.449856,-0.391906
-1.096055,0.276182,-0.235625,-0.515895,0.521633,-0.449657,-0.39218
-1.084444,0.278706,-0.236767,-0.517451,0.525682,-0.449537,-0.39323
-1.079805,0.279722,-0.23724,-0.517883,0.527143,-0.449577,-0.393768
-1.068266,0.282,-0.238325,-0.518061,0.530269,-0.450228,-0.395609
-1.0613,0.283374,-0.238979,-0.517919,0.531971,-0.450766,-0.396893
-1.051913,0.28574,-0.240104,-0.518177,0.534267,-0.451064,-0.398419
-1.044865,0.288131,-0.24125,-0.518822,0.535913,-0.450818,-0.39935
-1.03304,0.292869,-0.243488,-0.520388,0.538576,-0.449895,-0.400678
-1.028074,0.294897,-0.244429,-0.52136,0.539925,-0.449381,-0.401099
-1.015045,0.299822,-0.246531,-0.524582,0.544437,-0.447737,-0.401783
-1.009492,0.301877,-0.247358,-0.526345,0.54672,-0.446875,-0.401877
-0.995355,0.307043,-0.249303,-0.531027,0.552842,-0.444649,-0.402142
-0.989766,0.309051,-0.250004,-0.532733,0.555225,-0.443884,-0.402417
-0.975819,0.313843,-0.2515,-0.536625,0.561324,-0.442292,-0.403651
-0.967482,0.316674,-0.252305,-0.538831,0.564972,-0.441464,-0.404578
-0.956746,0.320588,-0.253454,-0.541448,0.569294,-0.440545,-0.405786
-0.949163,0.32371,-0.254449,-0.54302,0.571827,-0.440067,-0.406602
-0.936927,0.32911,-0.256055,-0.545325,0.575135,-0.439532,-0.407907
-0.932138,0.331243,-0.25674,-0.546129,0.576517,-0.439354,-0.408442
-0.919618,0.336396,-0.258269,-0.548757,0.580913,-0.438651,-0.409741
-0.914431,0.338408,-0.258819,-0.550019,0.582981,-0.438291,-0.410245
-0.901553,0.343463,-0.260177,-0.55307,0.588041,-0.437445,-0.411589
-0.896583,0.34555,-0.260762,-0.55407,0.589756,-0.437206,-0.412198
-0.884842,0.351191,-0.262496,-0.555811,0.592886,-0.436871,-0.413943
-0.877998,0.354607,-0.263567,-0.5566,0.594434,-0.436811,-0.415063
-0.868715,0.358694,-0.264754,-0.557681,0.596909,-0.436918,-0.416532
-0.861388,0.361173,-0.265306,-0.558666,0.599526,-0.437229,-0.417581
-0.848903,0.364622,-0.265807,-0.560391,0.604467,-0.438004,-0.419336
-0.844063,0.366036,-0.266114,-0.560987,0.606281,-0.438276,-0.420072
-0.833324,0.369962,-0.267441,-0.561551,0.609041,-0.438545,-0.422116
-0.829456,0.371656,-0.268178,-0.561528,0.60958,-0.438511,-0.422985
-0.819968,0.375938,-0.270116,-0.561242,0.610567,-0.438459,-0.425191
-0.815939,0.37762,-0.270808,-0.561186,0.61116,-0.438569,-0.426062
-0.805303,0.381741,-0.272364,-0.561035,0.613065,-0.439246,-0.428265
-0.798684,0.384201,-0.273224,-0.560982,0.61438,-0.439796,-0.429585
-0.789589,0.387529,-0.274254,-0.561179,0.61652,-0.440569,-0.431272
-0.782404,0.390085,-0.27488,-0.56169,0.618663,-0.441136,-0.432511
-0.769959,0.39442,-0.275714,-0.56294,0.622874,-0.44215,-0.434524
-0.765043,0.396191,-0.276106,-0.563445,0.624485,-0.442601,-0.435232
-0.753946,0.400462,-0.277324,-0.563822,0.627074,-0.444012,-0.436546
-0.749782,0.402207,-0.277929,-0.56381,0.627673,-0.444732,-0.43686
-0.739614,0.406424,-0.279405,-0.563714,0.629171,-0.446316,-0.437598
-0.735256,0.408117,-0.279949,-0.564042,0.630269,-0.446665,-0.437986
-0.723367,0.412408,-0.281228,-0.566325,0.634976,-0.446214,-0.439144
-0.71599,0.414971,-0.281934,-0.568025,0.638287,-0.445647,-0.439965
-0.706563,0.418266,-0.282752,-0.569391,0.641867,-0.445755,-0.441344
-0.700142,0.420545,-0.283239,-0.569141,0.643283,-0.447048,-0.442666
-0.689959,0.42414,-0.283803,-0.56751,0.644412,-0.450446,-0.445246
-0.685809,0.425616,-0.28405,-0.566907,0.64503,-0.451747,-0.446328
-0.674384,0.429755,-0.284719,-0.566878,0.648223,-0.453693,-0.449016
-0.669464,0.431605,-0.284997,-0.567335,0.650013,-0.454092,-0.450147
-0.656777,0.436196,-0.285677,-0.568763,0.654925,-0.45491,-0.452917
-0.651665,0.437858,-0.28594,-0.569218,0.656838,-0.455382,-0.45392
-0.638731,0.441518,-0.286623,-0.570175,0.661691,-0.456788,-0.456087
-0.630847,0.443523,-0.287019,-0.570673,0.664631,-0.45777,-0.457278
-0.620342,0.446132,-0.287485,-0.570984,0.668283,-0.459524,-0.45892
-0.612508,0.447957,-0.287744,-0.570749,0.670651,-0.46147,-0.460135
-0.599288,0.450838,-0.287909,-0.569981,0.674114,-0.465404,-0.462152
-0.5941,0.452087,-0.288062,-0.569608,0.67554,-0.466845,-0.46312
-0.581121,0.456045,-0.288642,-0.569328,0.679514,-0.469092,-0.466482
-0.57593,0.457944,-0.288944,-0.569398,0.6812,-0.469551,-0.468224
-0.562792,0.462826,-0.289743,-0.569846,0.685622,-0.470498,-0.472447
-0.557289,0.464668,-0.289984,-0.570219,0.687484,-0.471067,-0.473704
-0.543181,0.468765,-0.290716,-0.571172,0.692609,-0.473198,-0.475426
-0.534489,0.471144,-0.291159,-0.571971,0.695893,-0.474612,-0.476
-0.523234,0.474421,-0.291762,-0.573144,0.700241,-0.476144,-0.476996
-0.51523,0.47705,-0.292241,-0.574103,0.703395,-0.476854,-0.478092
-0.502189,0.481601,-0.292893,-0.576022,0.708521,-0.477543,-0.480152
-0.497132,0.483371,-0.293215,-0.576687,0.710616,-0.477779,-0.481046
-0.484351,0.487503,-0.293868,-0.578244,0.716063,-0.47855,-0.483482
-0.479219,0.489037,-0.294058,-0.57883,0.718326,-0.478916,-0.484578
-0.466478,0.492992,-0.294649,-0.580427,0.723931,-0.479543,-0.487239
-0.461433,0.494771,-0.295033,-0.581209,0.726077,-0.479543,-0.488137
-0.448786,0.500017,-0.296551,-0.583711,0.731288,-0.478662,-0.489812
-0.441315,0.503372,-0.297632,-0.585361,0.734275,-0.477829,-0.490617
-0.431869,0.507511,-0.298955,-0.587277,0.737977,-0.476912,-0.491737
-0.425381,0.510146,-0.299766,-0.588304,0.740417,-0.476578,-0.492673
-0.415317,0.514084,-0.300981,-0.589629,0.744046,-0.476269,-0.494267
-0.411316,0.515689,-0.301488,-0.590203,0.745568,-0.4761,-0.494922
-0.401083,0.519949,-0.302839,-0.592048,0.749785,-0.475025,-0.496672
-0.396926,0.521744,-0.303405,-0.592962,0.751635,-0.474351,-0.497435
-0.386515,0.526247,-0.304797,-0.59523,0.75623,-0.472796,-0.499239
-0.382349,0.528008,-0.305321,-0.596005,0.757938,-0.472469,-0.499828
-0.372128,0.532231,-0.306612,-0.597489,0.761668,-0.472785,-0.500497
-0.365941,0.534742,-0.307346,-0.598257,0.763812,-0.473293,-0.500787
-0.357266,0.538255,-0.30826,-0.599344,0.767096,-0.473616,-0.501954
-0.350162,0.541096,-0.308826,-0.600327,0.77026,-0.47331,-0.503916
-0.337696,0.546036,-0.309643,-0.602028,0.776158,-0.472319,-0.508341
-0.332808,0.548042,-0.310074,-0.602609,0.778331,-0.471989,-0.509998
-0.322147,0.552609,-0.311576,-0.602907,0.781518,-0.471917,-0.512816
-0.318388,0.554318,-0.312329,-0.602575,0.78197,-0.472207,-0.513618
-0.308721,0.558736,-0.31438,-0.602357,0.783455,-0.472603,-0.514845
-0.30432,0.560678,-0.315215,-0.603027,0.784958,-0.472261,-0.515
-0.290758,0.566621,-0.317391,-0.608147,0.792494,-0.46951,-0.514138
-0.282034,0.570432,-0.318706,-0.612103,0.798007,-0.467272,-0.513172
-0.270986,0.575216,-0.320393,-0.616373,0.804324,-0.46499,-0.512277
-0.263537,0.578414,-0.321618,-0.61813,0.807525,-0.464271,-0.512182
-0.251824,0.583363,-0.323622,-0.619809,0.811515,-0.463982,-0.512466
-0.247207,0.585313,-0.32446,-0.620483,0.813177,-0.463888,-0.512558
-0.235711,0.590001,-0.326479,-0.622932,0.818153,-0.462892,-0.512378
-0.231119,0.591842,-0.327265,-0.624128,0.820359,-0.462323,-0.51221
-0.219723,0.596295,-0.329159,-0.627331,0.826124,-0.460725,-0.511674
-0.215187,0.598011,-0.329886,-0.628647,0.828487,-0.460072,-0.511433
-0.203933,0.602056,-0.331665,-0.632152,0.834871,-0.458329,-0.510694
-0.197232,0.604394,-0.332689,-0.634316,0.838795,-0.45724,-0.510216
-0.188397,0.607618,-0.334102,-0.636924,0.843649,-0.455939,-0.509698
-0.181843,0.610167,-0.335238,-0.638538,0.84683,-0.455157,-0.509453
-0.171046,0.614528,-0.337201,-0.640852,0.851604,-0.454066,-0.50918
-0.166774,0.616331,-0.338039,-0.641759,0.853506,-0.453667,-0.509061
-0.156427,0.620838,-0.340074,-0.644052,0.858137,-0.452492,-0.508676
-0.152365,0.622716,-0.340906,-0.644997,0.859933,-0.451978,-0.508492
-0.142259,0.627321,-0.342885,-0.647381,0.864507,-0.450806,-0.508023
-0.138179,0.629034,-0.343588,-0.648347,0.86647,-0.450455,-0.507846
-0.127818,0.632841,-0.345071,-0.65083,0.872117,-0.450039,-0.507507
-0.121587,0.634981,-0.345863,-0.652328,0.875636,-0.44993,-0.507311
-0.113493,0.638,-0.347096,-0.654171,0.879841,-0.449685,-0.506922
-0.107826,0.640443,-0.348252,-0.655243,0.882204,-0.449395,-0.506533
-0.098763,0.644683,-0.350416,-0.656752,0.885363,-0.448815,-0.505706
-0.094936,0.6465,-0.351346,-0.657535,0.886884,-0.448517,-0.505249
-0.084112,0.651332,-0.353582,-0.660637,0.892462,-0.447332,-0.50356
-0.079267,0.653441,-0.35446,-0.662365,0.89539,-0.446681,-0.502654
-0.067104,0.658728,-0.356705,-0.666615,0.902604,-0.445056,-0.500337
-0.062603,0.660714,-0.357657,-0.667885,0.904864,-0.444556,-0.499555
-0.052516,0.665466,-0.360371,-0.669667,0.90859,-0.443789,-0.498078
-0.046837,0.668153,-0.362077,-0.670281,0.91014,-0.443486,-0.497297
-0.039292,0.671385,-0.364318,-0.671116,0.912306,-0.44311,-0.4961
-0.033443,0.673483,-0.365964,-0.672022,0.914406,-0.442807,-0.494872
-0.023851,0.676364,-0.368604,-0.673439,0.917879,-0.442316,-0.492603
-0.020135,0.677518,-0.369705,-0.67385,0.919145,-0.442189,-0.491876
-0.011585,0.680546,-0.372436,-0.674016,0.921174,-0.441902,-0.491226
-0.0086,0.681652,-0.373466,-0.673623,0.921465,-0.441729,-0.491429
-0.001107,0.684485,-0.376122,-0.672524,0.921882,-0.441742,-0.491972
0.001861,0.685458,-0.377198,-0.672007,0.921897,-0.442038,-0.491884
0.008662,0.687067,-0.380027,-0.669828,0.920581,-0.444216,-0.490655
0.012709,0.687865,-0.381737,-0.668426,0.919627,-0.445837,-0.489605
0.019081,0.689593,-0.383929,-0.667732,0.920136,-0.447015,-0.488347
0.025142,0.691806,-0.385457,-0.668755,0.922859,-0.446561,-0.48767
0.036659,0.696448,-0.387842,-0.672141,0.929966,-0.444414,-0.48677
0.041229,0.698297,-0.388828,-0.673447,0.932811,-0.443619,-0.486439
0.05106,0.701798,-0.391341,-0.674979,0.937347,-0.442811,-0.485555
0.0546,0.702936,-0.39237,-0.675167,0.938494,-0.442806,-0.485196
0.06336,0.705574,-0.3949,-0.67545,0.941178,-0.443062,-0.484291
0.067095,0.706671,-0.395862,-0.675741,0.942606,-0.443143,-0.483926
0.077329,0.709649,-0.398143,-0.677213,0.947799,-0.443153,-0.483083
0.083656,0.71142,-0.399459,-0.678201,0.951189,-0.443218,-0.482578
0.091593,0.71354,-0.401315,-0.678953,0.95471,-0.443696,-0.48178
0.097032,0.714819,-0.402819,-0.67897,0.956357,-0.444434,-0.480971
0.105484,0.716584,-0.405455,-0.678296,0.957847,-0.446189,-0.479381
0.108651,0.717337,-0.406593,-0.677751,0.95798,-0.447068,-0.4788
0.115472,0.719382,-0.40965,-0.67516,0.956129,-0.449654,-0.477737
0.117753,0.720275,-0.410986,-0.6736,0.954415,-0.450929,-0.477424
0.123507,0.722556,-0.414302,-0.669679,0.950144,-0.454177,-0.476688
0.126253,0.723503,-0.415579,-0.668559,0.94937,-0.455338,-0.476361
0.134402,0.725768,-0.418326,-0.66701,0.949836,-0.457725,-0.475495
0.13988,0.727215,-0.419868,-0.66664,0.951147,-0.459021,-0.47498
0.147105,0.729083,-0.421808,-0.666184,0.953012,-0.460605,-0.474346
0.152395,0.730513,-0.423262,-0.665812,0.954371,-0.461825,-0.473943
0.161412,0.732979,-0.425536,-0.665489,0.957089,-0.463753,-0.473361
0.165266,0.734102,-0.426472,-0.665598,0.958593,-0.46441,-0.4731
0.175965,0.737198,-0.428834,-0.666854,0.964019,-0.465351,-0.472166
0.180787,0.738586,-0.429771,-0.667839,0.967021,-0.465477,-0.471698
0.192766,0.742294,-0.432023,-0.670357,0.974166,-0.465588,-0.470568
0.196878,0.743881,-0.433191,-0.670859,0.976279,-0.465751,-0.470228
0.205415,0.748104,-0.436069,-0.670726,0.978238,-0.466405,-0.469891
0.209952,0.750774,-0.437877,-0.670261,0.978478,-0.466848,-0.469735
0.21639,0.754347,-0.440242,-0.670221,0.97961,-0.467341,-0.468991
0.221872,0.757095,-0.441938,-0.671053,0.981747,-0.467541,-0.467765
0.231504,0.761768,-0.444689,-0.673245,0.986381,-0.467713,-0.464994
0.235306,0.763563,-0.445852,-0.674055,0.988259,-0.467845,-0.463891
0.244324,0.767381,-0.448696,-0.675254,0.99207,-0.4684,-0.461738
0.247927,0.768736,-0.449803,-0.6756,0.993548,-0.468689,-0.461056
0.256286,0.771758,-0.452639,-0.675907,0.99615,-0.469603,-0.45926
0.259142,0.77284,-0.453855,-0.675705,0.996385,-0.470067,-0.458342
0.264236,0.774933,-0.457257,-0.673645,0.993588,-0.471921,-0.45538
0.266698,0.775964,-0.459352,-0.671974,0.990897,-0.473137,-0.453368
0.27086,0.77783,-0.462181,-0.670799,0.989015,-0.473955,-0.450643
0.275277,0.779856,-0.464279,-0.671272,0.989945,-0.473639,-0.448599
0.28383,0.783858,-0.467755,-0.673445,0.99376,-0.472026,-0.44516
0.287171,0.785456,-0.469163,-0.674327,0.995342,-0.471285,-0.443889
0.294097,0.788775,-0.472521,-0.675563,0.997572,-0.469461,-0.441261
0.296542,0.789995,-0.473818,-0.675922,0.998169,-0.468613,-0.440422
0.302219,0.792698,-0.477014,-0.676371,0.998949,-0.466768,-0.438416
0.304412,0.793597,-0.478299,-0.6763,0.998923,-0.466367,-0.437508
0.309534,0.795071,-0.48159,-0.675101,0.997572,-0.466639,-0.434897
0.312458,0.795729,-0.483567,-0.674058,0.996299,-0.467194,-0.433229
0.316475,0.797002,-0.486205,-0.673035,0.995019,-0.467568,-0.431035
0.319557,0.798506,-0.488194,-0.672753,0.994532,-0.467248,-0.429477
0.324781,0.801548,-0.491505,-0.672738,0.994165,-0.466222,-0.426936
0.327055,0.802786,-0.492827,-0.67282,0.994301,-0.465905,-0.425896
0.333539,0.805427,-0.495997,-0.67311,0.995597,-0.465827,-0.423041
0.336506,0.806418,-0.497224,-0.673356,0.996599,-0.466025,-0.421798
0.343976,0.808701,-0.500231,-0.673837,0.99911,-0.466748,-0.418784
0.346707,0.809516,-0.501425,-0.673819,0.999717,-0.467035,-0.417728
0.352673,0.81118,-0.504388,-0.67306,1.000073,-0.467746,-0.415741
0.356002,0.812042,-0.506155,-0.672361,0.999864,-0.468228,-0.41469
0.36057,0.813332,-0.508613,-0.671518,0.999554,-0.468983,-0.412889
0.363872,0.814315,-0.510564,-0.670823,0.998961,-0.469635,-0.411018
0.36942,0.816093,-0.513958,-0.669704,0.997715,-0.470875,-0.407335
0.372008,0.816972,-0.515341,-0.669467,0.997729,-0.4714,-0.405838
0.38024,0.819736,-0.518719,-0.6699,1.00046,-0.472613,-0.402284
0.384243,0.821097,-0.520062,-0.670508,1.002597,-0.473089,-0.400853
0.394645,0.824661,-0.523377,-0.672134,1.008433,-0.474347,-0.397565
0.36942,0.816093,-0.513958,-0.669704,0.997715,-0.470875,-0.407335
0.407745,0.829255,-0.527725,-0.672995,1.01438,-0.476322,-0.394807
0.413315,0.831211,-0.529293,-0.673178,1.016276,-0.47728,-0.394044
0.419692,0.833367,-0.531945,-0.67239,1.017054,-0.478859,-0.392346
0.423702,0.83455,-0.534247,-0.670866,1.015608,-0.480596,-0.390328
0.429562,0.836218,-0.538575,-0.667325,1.01085,-0.484114,-0.386023
0.431838,0.836967,-0.540431,-0.665973,1.008844,-0.485242,-0.383976
0.438364,0.840079,-0.545594,-0.664129,1.00526,-0.486514,-0.377728
0.441026,0.841652,-0.547901,-0.663701,1.003785,-0.486525,-0.374692
0.448717,0.846285,-0.553631,-0.663879,1.002291,-0.485805,-0.367043
0.452582,0.848427,-0.555684,-0.664667,1.003472,-0.485383,-0.364424
0.465105,0.855164,-0.560287,-0.669404,1.013269,-0.483572,-0.359304
0.47359,0.859613,-0.562774,-0.673127,1.021388,-0.482306,-0.356785
0.484095,0.86479,-0.565995,-0.676985,1.030418,-0.481407,-0.353559
0.490841,0.86777,-0.568431,-0.678453,1.034574,-0.481663,-0.350982
0.50116,0.871773,-0.57238,-0.67956,1.039323,-0.483136,-0.346797
0.505084,0.873186,-0.574043,-0.679733,1.041091,-0.48392,-0.345367
0.514677,0.876071,-0.577881,-0.679806,1.045571,-0.485799,-0.34299
0.518405,0.876956,-0.57931,-0.679595,1.047207,-0.486667,-0.342519
0.527697,0.878967,-0.58276,-0.679048,1.051434,-0.488908,-0.341555
0.531521,0.879881,-0.584139,-0.679058,1.053434,-0.48974,-0.340938
0.541251,0.882469,-0.587603,-0.679744,1.059507,-0.49153,-0.339004
0.547217,0.884116,-0.589665,-0.680393,1.063529,-0.492577,-0.337636
0.555401,0.886393,-0.592534,-0.681268,1.068888,-0.494247,-0.335293
0.561862,0.888166,-0.594815,-0.681886,1.072929,-0.495914,-0.33299
0.573018,0.891236,-0.598753,-0.682974,1.079767,-0.499106,-0.328398
0.577377,0.892523,-0.600445,-0.6834,1.082411,-0.500315,-0.326458
0.587418,0.895621,-0.604672,-0.684338,1.087968,-0.502407,-0.321627
0.591254,0.896922,-0.606398,-0.684744,1.089951,-0.50298,-0.319643
0.600429,0.900004,-0.610737,-0.685593,1.094188,-0.50416,-0.314496
0.603935,0.901067,-0.612462,-0.685793,1.095548,-0.504653,-0.312361
0.611847,0.903202,-0.616971,-0.685819,1.097483,-0.505721,-0.306245
0.616351,0.904257,-0.619661,-0.685646,1.098183,-0.506343,-0.302509
0.622773,0.905608,-0.623044,-0.685339,1.099911,-0.507594,-0.298566
0.628097,0.906622,-0.62538,-0.68492,1.101992,-0.509113,-0.296903
0.637531,0.90821,-0.628999,-0.684016,1.106388,-0.51231,-0.295626
0.641466,0.908867,-0.630406,-0.683882,1.10874,-0.513592,-0.295209
0.651709,0.910386,-0.633664,-0.684818,1.116854,-0.51615,-0.293507
0.656163,0.911033,-0.634868,-0.685727,1.12124,-0.517071,-0.292759
0.666865,0.912525,-0.637742,-0.688102,1.131982,-0.51906,-0.290876
0.670523,0.913006,-0.638887,-0.688701,1.135159,-0.519687,-0.290107
0.677471,0.913869,-0.641846,-0.688912,1.139112,-0.52068,-0.287969
0.680935,0.914246,-0.643587,-0.688716,1.14034,-0.521032,-0.286648
0.685951,0.914715,-0.645777,-0.68884,1.143097,-0.521536,-0.285137
0.690711,0.915182,-0.647144,-0.689685,1.14701,-0.522086,-0.284345
0.698548,0.915601,-0.649567,-0.69117,1.154936,-0.522966,-0.283432
0.70163,0.915807,-0.650469,-0.691805,1.157957,-0.523282,-0.283075
0.708116,0.916236,-0.652705,-0.69284,1.163471,-0.523629,-0.281946
0.710463,0.916472,-0.653522,-0.693221,1.1652,-0.523614,-0.281461
0.715544,0.916715,-0.655781,-0.693597,1.168504,-0.523601,-0.280071
0.717472,0.9166,-0.656671,-0.693526,1.169383,-0.523758,-0.279397
0.721862,0.915645,-0.658943,-0.692553,1.17013,-0.524786,-0.277205
0.724239,0.914778,-0.660319,-0.69163,1.169891,-0.52556,-0.275729
0.727282,0.913512,-0.662141,-0.690382,1.169456,-0.526321,-0.273964
0.729429,0.91246,-0.663487,-0.689431,1.169031,-0.526569,-0.272958
0.732761,0.910486,-0.665718,-0.687734,1.16799,-0.52664,-0.271556
0.73417,0.90976,-0.666611,-0.687183,1.167758,-0.526589,-0.270958
0.738124,0.908246,-0.668829,-0.686427,1.168311,-0.526274,-0.269044
0.739888,0.907745,-0.669714,-0.686371,1.16899,-0.526083,-0.268158
0.744235,0.906635,-0.671965,-0.686357,1.170684,-0.525354,-0.265833
0.745892,0.9063,-0.67287,-0.686342,1.171043,-0.524953,-0.264905
0.74911,0.905333,-0.675372,-0.685598,1.170296,-0.523435,-0.262495
0.750876,0.904871,-0.676928,-0.685139,1.169556,-0.522348,-0.261033
0.753338,0.904337,-0.678818,-0.684825,1.169271,-0.520951,-0.259288
0.755379,0.904043,-0.680038,-0.684939,1.169928,-0.519983,-0.258224
0.75892,0.903703,-0.681827,-0.685529,1.171955,-0.518417,-0.256757
0.760349,0.903554,-0.682466,-0.68583,1.172932,-0.517859,-0.25622
0.763777,0.902875,-0.683884,-0.686534,1.175445,-0.516702,-0.254822
0.765139,0.902512,-0.684376,-0.686856,1.17659,-0.516332,-0.254247
0.768483,0.901652,-0.685471,-0.687673,1.179601,-0.515592,-0.253049
0.769783,0.901421,-0.685875,-0.68797,1.180784,-0.515358,-0.252755
0.773008,0.901215,-0.686744,-0.688716,1.183897,-0.514925,-0.252775
0.77484,0.901183,-0.687187,-0.68909,1.185701,-0.514758,-0.253016
0.777226,0.901243,-0.687843,-0.689515,1.187834,-0.514733,-0.25302
0.77888,0.901287,-0.68842,-0.689698,1.188988,-0.514864,-0.252535
0.781474,0.901448,-0.689447,-0.689839,1.190426,-0.515333,-0.25128
0.782551,0.901586,-0.689845,-0.689906,1.191068,-0.515597,-0.250835
0.785587,0.902271,-0.690719,-0.69026,1.193416,-0.516446,-0.250436
0.786915,0.902683,-0.69103,-0.690452,1.194588,-0.516876,-0.250527
0.790199,0.903675,-0.69175,-0.690898,1.197535,-0.51802,-0.250703
0.791489,0.904027,-0.692061,-0.691094,1.198655,-0.518497,-0.250533
0.794648,0.904802,-0.692903,-0.69173,1.201414,-0.519718,-0.249172
0.796513,0.905212,-0.693423,-0.692114,1.203,-0.520495,-0.248116
0.79881,0.905526,-0.694082,-0.692305,1.204688,-0.52156,-0.247099
0.800529,0.905621,-0.69456,-0.692141,1.205607,-0.522533,-0.246887
0.803126,0.905457,-0.6954,-0.691375,1.20659,-0.524264,-0.247056
0.804069,0.905411,-0.695718,-0.691117,1.206919,-0.524824,-0.247101
0.806057,0.905527,-0.696465,-0.690979,1.207871,-0.525466,-0.246701
0.806732,0.905628,-0.696749,-0.691073,1.208285,-0.525477,-0.246403
0.808048,0.905964,-0.697423,-0.691395,1.209038,-0.52514,-0.245554
0.808395,0.906121,-0.69768,-0.691475,1.209111,-0.524926,-0.245237
0.808498,0.906543,-0.698289,-0.691424,1.208281,-0.523926,-0.244455
0.808351,0.906885,-0.698645,-0.691406,1.207562,-0.523208,-0.243997
0.808228,0.907202,-0.699008,-0.691415,1.206883,-0.522481,-0.243458
0.808353,0.907298,-0.699185,-0.691523,1.206855,-0.522213,-0.243034
0.808661,0.907285,-0.699332,-0.691772,1.207201,-0.522057,-0.24238
0.808674,0.907217,-0.699323,-0.691784,1.207247,-0.522045,-0.242309
0.80818,0.906833,-0.699147,-0.691349,1.206569,-0.522215,-0.242935
0.80781,0.906619,-0.699003,-0.691015,1.206075,-0.522357,-0.24353
0.806644,0.905943,-0.698538,-0.69003,1.204587,-0.522831,-0.245215
0.806138,0.905628,-0.698337,-0.689652,1.20398,-0.523042,-0.245763
0.804653,0.904649,-0.697757,-0.688742,1.202371,-0.52358,-0.246719
0.803686,0.903997,-0.697378,-0.688187,1.20135,-0.523962,-0.247208
0.80246,0.903142,-0.696881,-0.68737,1.199972,-0.524599,-0.247982
0.801614,0.902514,-0.696512,-0.686693,1.198956,-0.525181,-0.248731
0.800176,0.901382,-0.695854,-0.685383,1.197151,-0.526285,-0.250152
0.799656,0.900975,-0.695627,-0.684829,1.196412,-0.526804,-0.250729
0.798475,0.900071,-0.695166,-0.683204,1.19429,-0.528404,-0.252206
0.798036,0.899733,-0.695014,-0.682422,1.193299,-0.529199,-0.25287
0.797047,0.898998,-0.694685,-0.680578,1.190972,-0.531079,-0.254245
0.796764,0.898822,-0.694596,-0.680094,1.190328,-0.531628,-0.254509
0.796377,0.898738,-0.694514,-0.679689,1.189591,-0.532365,-0.2541
0.796297,0.898843,-0.694522,-0.679742,1.189493,-0.532571,-0.25351
0.796249,0.899012,-0.694528,-0.679782,1.189418,-0.532825,-0.253014
0.796238,0.899142,-0.694507,-0.679697,1.189338,-0.533047,-0.2531
0.796318,0.899424,-0.694471,-0.679551,1.189332,-0.53335,-0.253618
0.796308,0.89951,-0.694444,-0.679478,1.189304,-0.533413,-0.253805
0.796521,0.899699,-0.694467,-0.6794,1.189388,-0.533828,-0.253879
0.796606,0.899723,-0.694485,-0.679359,1.189399,-0.534009,-0.253782
0.796838,0.899869,-0.694523,-0.679362,1.189559,-0.53436,-0.25355
0.796926,0.900025,-0.69452,-0.679447,1.189727,-0.534395,-0.253557
0.797161,0.900759,-0.694438,-0.679959,1.190564,-0.534148,-0.253964
0.797298,0.901318,-0.694371,-0.680375,1.191195,-0.533867,-0.254306
0.797427,0.902005,-0.694314,-0.680881,1.191879,-0.533481,-0.254612
0.797497,0.902427,-0.694306,-0.681209,1.192259,-0.533223,-0.254641
0.797553,0.903066,-0.694332,-0.681718,1.19273,-0.532764,-0.25449
0.797502,0.903307,-0.694357,-0.681857,1.192761,-0.532552,-0.254412
0.797153,0.904004,-0.694541,-0.682031,1.192229,-0.531977,-0.254275
0.796731,0.904123,-0.694593,-0.681847,1.191532,-0.53164,-0.254215
0.795922,0.904706,-0.694831,-0.681633,1.190075,-0.530877,-0.254081
